number_of_miners,mining_prod_level,beacon_1,beacon_2,beacon_3,rate_Q2,rate_Q1,rate_Q3,rate_Q4,rate_Q5,rate_voided
1,4032,speed-1-Q5|speed-1-Q5,,,120.02,533.41,12,1.2,0.13,546.74
2,4032,speed-1-Q5|speed-1-Q5,,,240.04,1066.82,24,2.4,0.27,1093.49
1,4059,speed-2-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,,120,568.4,12,1.2,0.13,581.73
2,4060,speed-2-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,,240.05,1137.08,24.01,2.4,0.27,1163.76
1,4219,speed-1-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,120.02,568.5,12,1.2,0.13,581.83
2,4219,speed-1-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240.03,1136.99,24,2.4,0.27,1163.66
1,4436,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,120.01,533.4,12,1.2,0.13,546.73
2,4436,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,240.03,1066.8,24,2.4,0.27,1093.47
1,4496,speed-2-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,120.01,533.39,12,1.2,0.13,546.72
2,4496,speed-2-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240.03,1066.78,24,2.4,0.27,1093.45
1,4747,speed-2-Q5|efficiency-3-Q5,,,120,501.59,12,1.2,0.13,514.92
2,4747,speed-2-Q5|efficiency-3-Q5,,,240,1003.18,24,2.4,0.27,1029.85
1,4875,speed-1-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,120,501.59,12,1.2,0.13,514.92
2,4875,speed-1-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240,1003.17,24,2.4,0.27,1029.84
1,4952,speed-1-Q5|efficiency-3-Q5,speed-1-Q5|efficiency-3-Q5,,120.02,501.66,12,1.2,0.13,514.99
2,4952,speed-1-Q5|efficiency-3-Q5,speed-1-Q5|efficiency-3-Q5,,240.03,1003.31,24,2.4,0.27,1029.98
1,5403,speed-1-Q5|efficiency-3-Q5,speed-1-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,120.02,472.79,12,1.2,0.13,486.12
2,5403,speed-1-Q5|efficiency-3-Q5,speed-1-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240.03,945.58,24,2.4,0.27,972.25
1,5709,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,120.01,472.76,12,1.2,0.13,486.09
2,5709,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,240.02,945.53,24,2.4,0.27,972.2
1,5904,speed-1-Q5|efficiency-3-Q5,,,120,472.74,12,1.2,0.13,486.07
2,5904,speed-1-Q5|efficiency-3-Q5,,,240.01,945.49,24,2.4,0.27,972.16
1,6389,speed-3-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,,240,1400.01,24,2.4,0.27,1426.68
1,6439,efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,120.01,472.77,12,1.2,0.13,486.1
1,6439,speed-1-Q5|speed-3-Q5,,,240.02,1400.12,24,2.4,0.27,1426.79
2,6439,efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240.02,945.53,24,2.4,0.27,972.2
1,6489,speed-1-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,240.01,1400.06,24,2.4,0.27,1426.73
1,6568,speed-2-Q5|speed-2-Q5,speed-2-Q5|efficiency-3-Q5,,240,1301.95,24,2.4,0.27,1328.62
1,6582,speed-2-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,240,1301.99,24,2.4,0.27,1328.66
1,6658,efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,60,200.01,6,0.6,0.07,206.68
2,6658,efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,120.01,400.02,12,1.2,0.13,413.35
1,6886,speed-2-Q5|speed-2-Q5,,,240,1301.95,24,2.4,0.27,1328.62
1,6893,speed-1-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,120.01,446.42,12,1.2,0.13,459.75
2,6893,speed-1-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,240.02,892.84,24,2.4,0.27,919.51
1,7121,speed-3-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240,1301.94,24,2.4,0.27,1328.61
1,7237,speed-2-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,,240.02,1302.07,24,2.4,0.27,1328.74
1,7325,speed-2-Q5|speed-2-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240,1214.8,24,2.4,0.27,1241.47
1,7550,speed-3-Q5|efficiency-3-Q5,,,240.01,1214.88,24,2.4,0.27,1241.55
1,7608,speed-1-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,,240,1214.84,24,2.4,0.27,1241.51
1,7619,efficiency-3-Q5,speed-1-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,120,446.39,12,1.2,0.13,459.72
1,7619,speed-2-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240.01,1136.88,24,2.4,0.27,1163.55
2,7619,efficiency-3-Q5,speed-1-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240.01,892.78,24,2.4,0.27,919.45
1,8072,speed-1-Q5|speed-1-Q5,,,240.01,1066.69,24,2.4,0.27,1093.36
1,8128,speed-2-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,,240.02,1136.94,24,2.4,0.27,1163.61
1,8446,speed-1-Q5|efficiency-3-Q5,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240,1136.86,24,2.4,0.27,1163.53
1,8880,speed-3-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,240,1066.68,24,2.4,0.27,1093.35
1,9000,speed-2-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240,1066.67,24,2.4,0.27,1093.34
1,9503,speed-2-Q5|efficiency-3-Q5,,,240,1003.18,24,2.4,0.27,1029.85
1,9759,speed-1-Q5|efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240,1003.17,24,2.4,0.27,1029.84
1,9912,speed-1-Q5|efficiency-3-Q5,speed-1-Q5|efficiency-3-Q5,,240.01,1003.21,24,2.4,0.27,1029.88
1,10814,speed-1-Q5|efficiency-3-Q5,speed-1-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240.01,945.5,24,2.4,0.27,972.17
1,11426,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,240,945.45,24,2.4,0.27,972.12
1,11817,speed-1-Q5|efficiency-3-Q5,,,240.01,945.49,24,2.4,0.27,972.16
1,12886,efficiency-3-Q5,speed-2-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240,945.46,24,2.4,0.27,972.13
1,13324,efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,120,399.99,12,1.2,0.13,413.32
2,13325,efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,240.01,800.04,24,2.4,0.27,826.71
1,13794,speed-1-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,240.01,892.78,24,2.4,0.27,919.45
1,15247,efficiency-3-Q5,speed-1-Q5|efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,240.01,892.78,24,2.4,0.27,919.45
1,26658,efficiency-3-Q5,efficiency-3-Q5|efficiency-3-Q5,,240,800.01,24,2.4,0.27,826.68
